loja,origem_extracao,tipo_busca,prioridade_busca,busca_valor,ean,nome,marca,preco,link,status_busca,score_match,ean_entrada,nome_entrada,marca_entrada
cotodigital_ar,api,ean,1,7791120032561,7791120032561,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7791120032561,nao_indexado_na_busca,100,7791120032561,,
cotodigital_ar,api,ean,1,7791120100857,7791120100857,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7791120100857,nao_indexado_na_busca,100,7791120100857,,
cotodigital_ar,api,ean,1,7791120100857,7791120100857,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7791120100857,nao_indexado_na_busca,100,7791120100857,,
cotodigital_ar,api,ean,1,7790070431493,7790070431493,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070431493,nao_indexado_na_busca,100,7790070431493,,
cotodigital_ar,api,ean,1,7790070431493,7790070431493,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070431493,nao_indexado_na_busca,100,7790070431493,,
cotodigital_ar,api,ean,1,7790503199099,7790503199099,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790503199099,nao_indexado_na_busca,100,7790503199099,,
cotodigital_ar,api,ean,1,7790503199099,7790503199099,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790503199099,nao_indexado_na_busca,100,7790503199099,,
cotodigital_ar,api,ean,1,7790070431714,7790070431714,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070431714,nao_indexado_na_busca,100,7790070431714,,
cotodigital_ar,api,ean,1,7790070431714,7790070431714,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070431714,nao_indexado_na_busca,100,7790070431714,,
cotodigital_ar,api,ean,1,7792540260138,7792540260138,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792540260138,nao_indexado_na_busca,100,7792540260138,,
cotodigital_ar,api,ean,1,7792540260138,7792540260138,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792540260138,nao_indexado_na_busca,100,7792540260138,,
cotodigital_ar,api,ean,1,7796613024337,7796613024337,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7796613024337,nao_indexado_na_busca,100,7796613024337,,
cotodigital_ar,api,ean,1,7796613024337,7796613024337,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7796613024337,nao_indexado_na_busca,100,7796613024337,,
cotodigital_ar,api,ean,1,7794940000536,7794940000536,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7794940000536,nao_indexado_na_busca,100,7794940000536,,
cotodigital_ar,api,ean,1,7794940000536,7794940000536,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7794940000536,nao_indexado_na_busca,100,7794940000536,,
cotodigital_ar,api,ean,1,7792129004542,7792129004542,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792129004542,nao_indexado_na_busca,100,7792129004542,,
cotodigital_ar,api,ean,1,7792129004542,7792129004542,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792129004542,nao_indexado_na_busca,100,7792129004542,,
cotodigital_ar,api,ean,1,7790490998309,7790490998309,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790490998309,nao_indexado_na_busca,100,7790490998309,,
cotodigital_ar,api,ean,1,7790490998309,7790490998309,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790490998309,nao_indexado_na_busca,100,7790490998309,,
cotodigital_ar,api,ean,1,7790036948188,7790036948188,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790036948188,nao_indexado_na_busca,100,7790036948188,,
cotodigital_ar,api,ean,1,7790036948188,7790036948188,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790036948188,nao_indexado_na_busca,100,7790036948188,,
cotodigital_ar,api,ean,1,7790036020211,7790036020211,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790036020211,nao_indexado_na_busca,100,7790036020211,,
cotodigital_ar,api,ean,1,7790036020211,7790036020211,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790036020211,nao_indexado_na_busca,100,7790036020211,,
cotodigital_ar,api,ean,1,7798031155747,7798031155747,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798031155747,nao_indexado_na_busca,100,7798031155747,,
cotodigital_ar,api,ean,1,7798031155747,7798031155747,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798031155747,nao_indexado_na_busca,100,7798031155747,,
cotodigital_ar,api,ean,1,7790070320292,7790070320292,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070320292,nao_indexado_na_busca,100,7790070320292,,
cotodigital_ar,api,ean,1,7790070320292,7790070320292,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070320292,nao_indexado_na_busca,100,7790070320292,,
cotodigital_ar,api,ean,1,7790070320308,7790070320308,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070320308,nao_indexado_na_busca,100,7790070320308,,
cotodigital_ar,api,ean,1,7790070320308,7790070320308,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070320308,nao_indexado_na_busca,100,7790070320308,,
cotodigital_ar,api,ean,1,7796613025099,7796613025099,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7796613025099,nao_indexado_na_busca,100,7796613025099,,
cotodigital_ar,api,ean,1,7796613025099,7796613025099,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7796613025099,nao_indexado_na_busca,100,7796613025099,,
cotodigital_ar,api,ean,1,7798141971411,7798141971411,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798141971411,nao_indexado_na_busca,100,7798141971411,,
cotodigital_ar,api,ean,1,7798141971411,7798141971411,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798141971411,nao_indexado_na_busca,100,7798141971411,,
cotodigital_ar,api,ean,1,7798141970391,7798141970391,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798141970391,nao_indexado_na_busca,100,7798141970391,,
cotodigital_ar,api,ean,1,7798141970391,7798141970391,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798141970391,nao_indexado_na_busca,100,7798141970391,,
cotodigital_ar,api,ean,1,7798141971176,7798141971176,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798141971176,nao_indexado_na_busca,100,7798141971176,,
cotodigital_ar,api,ean,1,7798141971176,7798141971176,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798141971176,nao_indexado_na_busca,100,7798141971176,,
cotodigital_ar,api,ean,1,7798141970346,7798141970346,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798141970346,nao_indexado_na_busca,100,7798141970346,,
cotodigital_ar,api,ean,1,7798141970346,7798141970346,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798141970346,nao_indexado_na_busca,100,7798141970346,,
cotodigital_ar,api,ean,1,7796613300172,7796613300172,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7796613300172,nao_indexado_na_busca,100,7796613300172,,
cotodigital_ar,api,ean,1,7796613300172,7796613300172,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7796613300172,nao_indexado_na_busca,100,7796613300172,,
cotodigital_ar,api,ean,1,7790070336316,7790070336316,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070336316,nao_indexado_na_busca,100,7790070336316,,
cotodigital_ar,api,ean,1,7790070336316,7790070336316,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070336316,nao_indexado_na_busca,100,7790070336316,,
cotodigital_ar,api,ean,1,7790070318619,7790070318619,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070318619,nao_indexado_na_busca,100,7790070318619,,
cotodigital_ar,api,ean,1,7790070318619,7790070318619,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070318619,nao_indexado_na_busca,100,7790070318619,,
cotodigital_ar,api,ean,1,7790230033031,7790230033031,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790230033031,nao_indexado_na_busca,100,7790230033031,,
cotodigital_ar,api,ean,1,7790230033031,7790230033031,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790230033031,nao_indexado_na_busca,100,7790230033031,,
cotodigital_ar,api,ean,1,7790070336200,7790070336200,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070336200,nao_indexado_na_busca,100,7790070336200,,
cotodigital_ar,api,ean,1,7790070336200,7790070336200,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070336200,nao_indexado_na_busca,100,7790070336200,,
cotodigital_ar,api,ean,1,7790070336118,7790070336118,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070336118,nao_indexado_na_busca,100,7790070336118,,
cotodigital_ar,api,ean,1,7790070336118,7790070336118,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070336118,nao_indexado_na_busca,100,7790070336118,,
cotodigital_ar,api,ean,1,7792590000159,7792590000159,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792590000159,nao_indexado_na_busca,100,7792590000159,,
cotodigital_ar,api,ean,1,7792590000159,7792590000159,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792590000159,nao_indexado_na_busca,100,7792590000159,,
cotodigital_ar,api,ean,1,7796613018633,7796613018633,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7796613018633,nao_indexado_na_busca,100,7796613018633,,
cotodigital_ar,api,ean,1,7796613018633,7796613018633,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7796613018633,nao_indexado_na_busca,100,7796613018633,,
cotodigital_ar,api,ean,1,7790070562210,7790070562210,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070562210,nao_indexado_na_busca,100,7790070562210,,
cotodigital_ar,api,ean,1,7790070562210,7790070562210,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070562210,nao_indexado_na_busca,100,7790070562210,,
cotodigital_ar,api,ean,1,7792590000227,7792590000227,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792590000227,nao_indexado_na_busca,100,7792590000227,,
cotodigital_ar,api,ean,1,7792590000227,7792590000227,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792590000227,nao_indexado_na_busca,100,7792590000227,,
cotodigital_ar,api,ean,1,7790070562180,7790070562180,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070562180,nao_indexado_na_busca,100,7790070562180,,
cotodigital_ar,api,ean,1,7790070562180,7790070562180,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070562180,nao_indexado_na_busca,100,7790070562180,,
cotodigital_ar,api,ean,1,7790070562234,7790070562234,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790070562234,nao_indexado_na_busca,100,7790070562234,,
cotodigital_ar,api,ean,1,7790070562234,7790070562234,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790070562234,nao_indexado_na_busca,100,7790070562234,,
cotodigital_ar,api,ean,1,7792180004512,7792180004512,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792180004512,nao_indexado_na_busca,100,7792180004512,,
cotodigital_ar,api,ean,1,7792180004512,7792180004512,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792180004512,nao_indexado_na_busca,100,7792180004512,,
cotodigital_ar,api,ean,1,7792180004871,7792180004871,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792180004871,nao_indexado_na_busca,100,7792180004871,,
cotodigital_ar,api,ean,1,7792180004871,7792180004871,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792180004871,nao_indexado_na_busca,100,7792180004871,,
cotodigital_ar,api,ean,1,7792180140708,7792180140708,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7792180140708,nao_indexado_na_busca,100,7792180140708,,
cotodigital_ar,api,ean,1,7792180140708,7792180140708,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792180140708,nao_indexado_na_busca,100,7792180140708,,
cotodigital_ar,api,ean,1,7790398100644,7790398100644,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790398100644,nao_indexado_na_busca,100,7790398100644,,
cotodigital_ar,api,ean,1,7790398100644,7790398100644,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790398100644,nao_indexado_na_busca,100,7790398100644,,
cotodigital_ar,api,ean,1,7798095171370,7798095171370,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7798095171370,nao_indexado_na_busca,100,7798095171370,,
cotodigital_ar,api,ean,1,7798095171370,7798095171370,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7798095171370,nao_indexado_na_busca,100,7798095171370,,
cotodigital_ar,api,ean,1,8445290702234,8445290702234,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=8445290702234,nao_indexado_na_busca,100,8445290702234,,
cotodigital_ar,api,ean,1,8445290702234,8445290702234,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=8445290702234,nao_indexado_na_busca,100,8445290702234,,
cotodigital_ar,api,ean,1,7790387800074,7790387800074,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800074,nao_indexado_na_busca,100,7790387800074,,
cotodigital_ar,api,ean,1,7790387800050,7790387800050,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800050,nao_indexado_na_busca,100,7790387800050,,
cotodigital_ar,api,ean,1,7790387800067,7790387800067,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800067,nao_indexado_na_busca,100,7790387800067,,
cotodigital_ar,api,ean,1,7790387800067,7790387800067,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800067,nao_indexado_na_busca,100,7790387800067,,
cotodigital_ar,api,ean,1,7790387800050,7790387800050,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800050,nao_indexado_na_busca,100,7790387800050,,
cotodigital_ar,api,ean,1,7790387800081,7790387800081,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800081,nao_indexado_na_busca,100,7790387800081,,
cotodigital_ar,api,ean,1,7790387800104,7790387800104,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800104,nao_indexado_na_busca,100,7790387800104,,
cotodigital_ar,api,ean,1,7790387800081,7790387800081,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800081,nao_indexado_na_busca,100,7790387800081,,
cotodigital_ar,api,ean,1,7790387800074,7790387800074,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800074,nao_indexado_na_busca,100,7790387800074,,
cotodigital_ar,api,ean,1,7790387800104,7790387800104,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800104,nao_indexado_na_busca,100,7790387800104,,
cotodigital_ar,api,ean,1,7790387800098,7790387800098,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800098,nao_indexado_na_busca,100,7790387800098,,
cotodigital_ar,api,ean,1,7790387800098,7790387800098,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800098,nao_indexado_na_busca,100,7790387800098,,
cotodigital_ar,api,ean,1,7790150211908,7790150211908,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790150211908,nao_indexado_na_busca,100,7790150211908,,
cotodigital_ar,api,ean,1,7790150211908,7790150211908,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790150211908,nao_indexado_na_busca,100,7790150211908,,
cotodigital_ar,api,ean,1,7790150211939,7790150211939,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790150211939,nao_indexado_na_busca,100,7790150211939,,
cotodigital_ar,api,ean,1,7790150211939,7790150211939,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790150211939,nao_indexado_na_busca,100,7790150211939,,
cotodigital_ar,api,ean,1,7790387800159,7790387800159,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800159,nao_indexado_na_busca,100,7790387800159,,
cotodigital_ar,api,ean,1,7790387800135,7790387800135,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800135,nao_indexado_na_busca,100,7790387800135,,
cotodigital_ar,api,ean,1,7790387800159,7790387800159,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800159,nao_indexado_na_busca,100,7790387800159,,
cotodigital_ar,api,ean,1,7790387800135,7790387800135,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800135,nao_indexado_na_busca,100,7790387800135,,
cotodigital_ar,api,ean,1,7790387800142,7790387800142,,,,https://www.cotodigital.com.ar/sitios/cdigi/categoria?_dyncharset=utf-8&Dy=1&Ntt=7790387800142,nao_indexado_na_busca,100,7790387800142,,
cotodigital_ar,api,ean,1,7790387800142,7790387800142,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7790387800142,nao_indexado_na_busca,100,7790387800142,,
cotodigital_ar,api,ean,1,7792280005730,7792280005730,,,,https://www.cotodigital.com.ar/sitios/cdigi/browse/_/N-1z141we?Ntt=7792280005730,nao_indexado_na_busca,100,7792280005730,,
