articulo_nr,articulo_descripcion,ean_entrada,area,main_group,grupo,eCompetidor,busca_tipo,busca_termo,produto_encontrado,score_match,nome_coto,marca_coto,preco_coto,preco_por_coto,preco_de_coto,oferta_coto,preco_referencia_coto,ean_coto,sku_coto,url_produto,imagem,search_url,total_resultados,erro
1026922,ATUN DESMENUZ ACEITE GDC LTX170G,7891167831094,ALIMENTOS SECOS,ALMACEN BASICOS,CONSERVAS DE PESCADO,Coto Ciudadela,descripcion,ATUN DESMENUZ ACEITE GDC LTX170G,True,65,Atun En Aceite GOMES DA COSTA Lata 110 Gr,GOMES DA COSTA,30500.0,,,,3660,,prod00165181,_/R-00165181-00165181-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00165100/00165181.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/ATUN%20DESMENUZ%20ACEITE%20GDC%20LTX170G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,4,
1026896,ATUN LOMO GDC NATURAL LTX170G,7891167831100,ALIMENTOS SECOS,ALMACEN BASICOS,CONSERVAS DE PESCADO,Coto Ciudadela,descripcion,ATUN LOMO GDC NATURAL LTX170G,True,47,Atún Al Natural Lomitos Con Caldo Vegetal COTO 165g,COTO,2899166.0,,,,3479,,prod00179550,_/R-00179550-00179550-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00179500/00179550.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/ATUN%20LOMO%20GDC%20NATURAL%20LTX170G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,1,
1138813,PURE TOM ARO SELEC X520G,7796613308161,ALIMENTOS SECOS,ALMACEN BASICOS,DERIVADOS DE TOMATE,Coto Ciudadela,descripcion,PURE TOM ARO SELEC X520G,True,69,Puré De Tomate Arcor 520g,ARCOR,213461.0,,,,1110,,prod00581382,_/R-00581382-00581382-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00581300/00581382.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/PURE%20TOM%20ARO%20SELEC%20X520G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,10,
1676766,PURE TOM INCA TB X520G,7790790019063,ALIMENTOS SECOS,ALMACEN BASICOS,DERIVADOS DE TOMATE,Coto Ciudadela,descripcion,PURE TOM INCA TB X520G,True,93,Pure Tomate INCA 520g,INCA,266459.0,,,,1385.59,,prod00004727,_/R-00004727-00004727-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00004700/00004727.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/PURE%20TOM%20INCA%20TB%20X520G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,4,
1138826,PURE TOM NOEL TBX520G,7790580138851,ALIMENTOS SECOS,ALMACEN BASICOS,DERIVADOS DE TOMATE,Coto Ciudadela,descripcion,PURE TOM NOEL TBX520G,True,42,Parlante Reloj TOP HOUSE F5-10 10 W,TOP HOUSE,62999.0,,,,62999,,prod00497828,_/R-00497828-00497828-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00497800/00497828.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/PURE%20TOM%20NOEL%20TBX520G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,4,
1041313,TOMATE ENTERO NOEL LAT X400G,7795184003901,ALIMENTOS SECOS,ALMACEN BASICOS,DERIVADOS DE TOMATE,Coto Ciudadela,descripcion,TOMATE ENTERO NOEL LAT X400G,True,47,"Helado Ddl,Frutilla,C NOEL Bal 1 Kgm",NOEL,13895.0,,,,13895,,prod00500931,_/R-00500931-00500931-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00500900/00500931.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/TOMATE%20ENTERO%20NOEL%20LAT%20X400G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,2,
1041183,TOMATE ENTERO SALSATI  LATX400,7793360000294,ALIMENTOS SECOS,ALMACEN BASICOS,DERIVADOS DE TOMATE,Coto Ciudadela,descripcion,TOMATE ENTERO SALSATI  LATX400,True,64,Tomate Pelado Entero INCA 400g,INCA,386652.0,,,,1546.61,,prod00128958,_/R-00128958-00128958-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00128900/00128958.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/TOMATE%20ENTERO%20SALSATI%20%20LATX400?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,7,
553254,DURAZNO MTD INCA LT 1X820G,7790790007022,ALIMENTOS SECOS,ALMACEN BASICOS,FRUTAS AL NATURAL,Coto Ciudadela,descripcion,DURAZNO MTD INCA LT 1X820G,True,63,Durazno COPA DE ORO Light 820gr,COPA DE ORO,402317.0,,,,3299,,prod00481942,_/R-00481942-00481942-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00481900/00481942.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/DURAZNO%20MTD%20INCA%20LT%201X820G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,6,
463008,KETCHUP HELLMANNS DPX500G,7794000006164,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,KETCHUP HELLMANNS DPX500G,True,97,Ketchup Hellmanns 400gr,HELLMANNS,15230.0,,,,6092,,prod00545654,_/R-00545654-00545654-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00545600/00545654.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/KETCHUP%20HELLMANNS%20DPX500G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,8,
558376,MAYO HELLMANNS DPX1000CC,7794000006058,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MAYO HELLMANNS DPX1000CC,True,71,Mayonesa Vegana Hellmanns 500gr,HELLMANNS,6906.0,,,,3453,,prod00543224,_/R-00543224-00543224-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00543200/00543224.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20HELLMANNS%20DPX1000CC?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,11,
67756,MAYO HELLMANNS DPX500CC,7794000006072,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MAYO HELLMANNS DPX500CC,True,76,Mayonesa Vegana Hellmanns 500gr,HELLMANNS,6906.0,,,,3453,,prod00543224,_/R-00543224-00543224-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00543200/00543224.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20HELLMANNS%20DPX500CC?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,12,
898768,MAYO NATURA DPX1000CC,7791866001357,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MAYO NATURA DPX1000CC,True,67,Mayonesa NATURA Pouch 950 Gr,NATURA,586631.0,,,,5573,,prod00050543,_/R-00050543-00050543-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00050500/00050543.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20NATURA%20DPX1000CC?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,11,
1585402,MAYO NATURA DPX125CC,7791866001197,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MAYO NATURA DPX125CC,True,68,Mayonesa NATURA Pouch 950 Gr,NATURA,586631.0,,,,5573,,prod00050543,_/R-00050543-00050543-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00050500/00050543.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20NATURA%20DPX125CC?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,11,
49426,MAYO NATURA DPX500CC,7791866001364,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MAYO NATURA DPX500CC,True,72,Mayonesa NATURA Pouch 950 Gr,NATURA,586631.0,,,,5573,,prod00050543,_/R-00050543-00050543-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00050500/00050543.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20NATURA%20DPX500CC?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,8,
190073,MOSTAZA SAVORA DPX500G,7794000006485,ALIMENTOS SECOS,ALMACEN BASICOS,MAYONESAS,Coto Ciudadela,descripcion,MOSTAZA SAVORA DPX500G,True,83,Mostaza Original SAVORA 500 Gr,SAVORA,5794.0,,,,2897,,prod00543229,_/R-00543229-00543229-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00543200/00543229.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MOSTAZA%20SAVORA%20DPX500G?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,4,
339352,"MAYO HELLMANNS PQX2,750KG",7794000006027,ALIMENTOS SECOS,ALMACEN BASICOS,SALSAS Y ADEREZOS,Coto Ciudadela,descripcion,"MAYO HELLMANNS PQX2,750KG",True,77,Mayonesa Picante Hellmanns 250g,HELLMANNS,13396.0,,,,3349,,prod00586168,_/R-00586168-00586168-200,https://static.cotodigital3.com.ar/sitios/fotos/large/00586100/00586168.jpg,https://api.coto.com.ar/api/v1/ms-digital-sitio-bff-web/api/v1/products/search/MAYO%20HELLMANNS%20PQX2%2C750KG?key=key_r6xzz4IAoTWcipni&num_results_per_page=24&pre_filter_expression=%7B%22name%22%3A%22store_availability%22%2C%22value%22%3A%22200%22%7D,12,
