loja,ean,sku,nome,marca,precoDe,precoPor,oferta,print_tela_path,link
masonline,7790670045465,36398,Hamburguesa Patynesa Paty 226gr 2u,Paty,5499.00,,,,https://www.masonline.com.ar/hamburguesa-patynesa-paty-226gr-2u-2/p
masonline,7790670050612,34923,Hamburguesas Grandes Paty 2 U,Paty,7209.00,,,,https://www.masonline.com.ar/hamburguesas-grandes-paty-2-u-2/p
masonline,7790649000112,214668,Vino Tinto Navarro Correas Reserva Malbec 750 Ml,Navarro Correas,13129.00,,,,https://www.masonline.com.ar/vino-tinto-navarro-correas-reserva-malbec-750-ml-2/p
masonline,7790625001171,139920,Jamón Cocido Lario Feteado 150 G,Lario,4349.00,,,,https://www.masonline.com.ar/jamon-cocido-feteado-lario-150-gr-2/p
masonline,7790670050650,34921,Hamburguesas Paty Clásico 320 G 4u,Paty,9159.00,,,,https://www.masonline.com.ar/hamburguesas-clasicas-paty-4-u-2/p
masonline,7790670050780,34916,Hamburguesas Paty Te Quiero 1600 G 20u,Paty,41649.00,,,,https://www.masonline.com.ar/hamburguesas-clasicas-paty-20-u-2/p
masonline,7790625010296,241985,Lomo De Cerdo Cocido Lario Feteado 100 G,Lario,4939.00,,,,https://www.masonline.com.ar/lomo-de-cerdo-cocido-lario-feteado-100-g/p
masonline,7790670050667,115645,Hamburguesas Paty 960 G 12u,Paty,25549.00,,,,https://www.masonline.com.ar/hamburguesa-paty-12-unidades-1002-gr-2/p
masonline,7790670050957,38667,Milanesa Flow Paty 2u X 200 Gr,Paty,5249.00,,,,https://www.masonline.com.ar/milanesa-flow-paty-2u-x-200-gr-2/p
masonline,7790670050728,115647,Hamburguesas Paty Finas 2 U 110 G,Paty,3439.00,,,,https://www.masonline.com.ar/hamburguesa-paty-flow-pack-x2-110-gr-3/p
masonline,7790649000112,214668,Vino Tinto Navarro Correas Reserva Malbec 750 Ml,Navarro Correas,13129.00,,,,https://www.masonline.com.ar/vino-tinto-navarro-correas-reserva-malbec-750-ml-2/p
masonline,7790670051831,191252,Hamburguesas De Carne Vacuna Paty Te Quiero 288 G 4u,Paty,8169.00,,,,https://www.masonline.com.ar/hamburguesas-paty-72g-4u-2/p
masonline,7790670052289,191251,Hamburguesa Paty Verde 320 G 4 U,Paty,9959.00,,,,https://www.masonline.com.ar/hamburguesa-paty-320g-4u-2/p
masonline,7790670052388,217201,Salchichas Paty Viena Clásica 230 G 6u,Patyviena,2799.00,,,,https://www.masonline.com.ar/salchichas-paty-viena-clasica-230-g-6u-2/p
masonline,7790670052999,234569,Milanesas De Soja Goodmark 4 U 340 G,Goodmark,3819.00,,,,https://www.masonline.com.ar/milanesas-de-soja-goodmark-4-u-340-g/p
masonline,7790704000064,1245,Vino Blanco Cosecha Tardia Suter 750ml,Suter,4729.00,,,,https://www.masonline.com.ar/vino-blanco-cosecha-tardia-suter-750cc-2/p
masonline,7790670052395,216859,Salchichas Patyviena Clásica 12 U 460 G,Patyviena,5399.00,,,,https://www.masonline.com.ar/salchichas-patyviena-clasica-460-g-12u-2/p
masonline,7790670052401,217644,Salchichas Vienissima 6 U 230 G,Vienissima,3179.00,2379.00,sim,,https://www.masonline.com.ar/salchichas-vienissima-230-g-6u-2/p
masonline,7790670052418,218048,Salchichas Vienissima 12 U 460 G,Vienissima,6089.00,,,,https://www.masonline.com.ar/salchichas-vienissima-460-g-12u-2/p
masonline,7790670052678,217623,Medallón De Carne Vacuna Paty De Casa 240 G 2u,Paty,6919.00,,,,https://www.masonline.com.ar/medallon-de-carne-vacuna-paty-de-casa-240-g-2u-2/p
masonline,7790670052869,223568,Medallon De Carne Vacuna Express 110 G 2u,Paty,2449.00,,,,https://www.masonline.com.ar/hamburguesas-de-carne-vacuna-express-110-g-2u-2/p
masonline,7790740001858,224627,Acondicionador Plusbelle Esencia Revitalizante 700 Ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-revitalizante-700-ml-2/p
masonline,7790740001858,224627,Acondicionador Plusbelle Esencia Revitalizante 700 Ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-revitalizante-700-ml-2/p
masonline,7790704167637,1520,Vino Malbec Suter 750ml,Suter,4729.00,,,,https://www.masonline.com.ar/vino-malbec-suter-750-cc-2/p
masonline,7790704167644,314,Vino Cabernet Sauvignon Suter 750ml,Suter,4729.00,,,,https://www.masonline.com.ar/vino-cabernet-sauvignon-suter-750-cc-2/p
masonline,7790704870223,240114,Vino Tinto El Bautismo Cabernet Sauvignon 750 Ml,El Bautismo,6319.00,4138.00,sim,,https://www.masonline.com.ar/vino-tinto-el-bautismo-cabernet-sauvignon-750-ml/p
masonline,7790670052265,181824,Hamburguesa Paty De Cancha 1250g,Paty,32849.00,,,,https://www.masonline.com.ar/hamburguesa-paty-de-cancha-1250g-2/p
masonline,7790740509026,174700,Acondicionador Plusbelle Esencia Largo Saludable 970ml,Plusbelle,5989.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-largo-saludable-970ml-2-2/p
masonline,7790740508982,174704,Shampoo Plusbelle Esencia Largo Saludable 970ml,Plusbelle,5989.00,,,,https://www.masonline.com.ar/shampoo-plusbelle-esencia-largo-saludable-970ml-2/p
masonline,7790740509026,174700,Acondicionador Plusbelle Esencia Largo Saludable 970ml,Plusbelle,5989.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-largo-saludable-970ml-2-2/p
masonline,7790740509088,171819,Shampoo Plusbelle Brillo 1 Lt,Plusbelle,5259.00,,,,https://www.masonline.com.ar/shampoo-plusbelle-brillo-1-lt-2/p
masonline,7790740508920,233159,Shampoo Plusbelle Esencia Nutricion Intensa 700 Ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/shampoo-plusbelle-esencia-fuerza-reparadora-970-ml/p
masonline,7790740001858,224627,Acondicionador Plusbelle Esencia Revitalizante 700 Ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-revitalizante-700-ml-2/p
masonline,7790740001841,224626,Shampoo Plusbelle Esenvia Revitalizante 700ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/shampoo-plusbelle-esenvia-revitalizante-700ml-2/p
masonline,7790740001858,224627,Acondicionador Plusbelle Esencia Revitalizante 700 Ml,Plusbelle,5149.00,,,,https://www.masonline.com.ar/acondicionador-plusbelle-esencia-revitalizante-700-ml-2/p
masonline,7790742062505,32457,Dulce De Leche La Serenísima Repostero 400 G,La Serenísima,4079.00,,,,https://www.masonline.com.ar/dulce-de-leche-repostero-pote-la-serenisima-400-gr-2/p
masonline,7790742141903,213380,Crema La Serenísima Liviana 200 Ml,La Serenísima,2659.00,,,,https://www.masonline.com.ar/crema-de-leche-la-serenisima-liviana-200ml-2/p
masonline,7790742014122,213251,Crema La Serenísima 520 Ml,La Serenísima,6999.00,,,,https://www.masonline.com.ar/crema-la-serenisima-para-batir-520ml-2/p
masonline,7790742104304,231955,Dulce De Leche La Serenísima Clásico 1 Kg,La Serenísima,8839.00,,,,https://www.masonline.com.ar/dulce-de-leche-la-serenisima-clasico-1-kg/p
masonline,7790742141101,134045,Crema La Serenísima 330 Ml,La Serenísima,4939.00,,,,https://www.masonline.com.ar/crema-de-leche-uat-tetra-top-la-serenisima-330-cc-2/p
masonline,7790742141309,132926,Crema La Serenísima 200 Ml,La Serenísima,3029.00,,,,https://www.masonline.com.ar/crema-de-leche-la-serenisima-uat-200cc-2/p
masonline,7790742142009,213381,Crema La Serenísima Zero Lactosa 200 Ml,La Serenísima,3409.00,,,,https://www.masonline.com.ar/crema-de-leche-la-serenisima-zero-lactosa-200ml-2/p
masonline,7790742192103,178932,Leche Descremada Casanto 1 L,Casanto,1729.00,,,,https://www.masonline.com.ar/leche-casanto-descremada-1-sachet-1l-2/p
masonline,7790742192301,178930,Leche Entera Casanto 1 L,Casanto,1729.00,,,,https://www.masonline.com.ar/leche-casanto-entera-3-sachet-1l-2/p
masonline,7790742321800,159152,Queso Untable Finlandia Light 180 G,Finlandia,3569.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-light-la-serenisima-180gr-2/p
masonline,7790742172204,225061,Leche La Serenísima Protein Chocolate Intenso 200 Ml,La Serenísima,1589.00,,,,https://www.masonline.com.ar/leche-protein-cacao-la-serenisina-200-ml-2/p
masonline,7790742321701,159153,Queso Untable Finlandia Clásico 180 G,Finlandia,3569.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-clasico-la-serensima-180gr-2/p
masonline,7790742363107,192651,Leche Descremada La Serenísima Larga Vida Livana 1 L,La Serenísima,2679.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-livana-1-l-2/p
masonline,7790742324009,192362,Queso Untable Finlandia Light Sin Sal Agregada 180 G,Finlandia,3569.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-light-sin-sal-agregada-180g-2/p
masonline,7790742324108,192361,Queso Untable Finlandia Light Sin Sal Agregada 290 G,Finlandia,5349.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-light-sin-sal-agregada-290g-2/p
masonline,7790742326409,238174,Queso Untable La Serenísima Fontina 180 G,La Serenísima,2909.00,,,,https://www.masonline.com.ar/queso-untable-la-serenisima-sabor-fontina-180-g/p
masonline,7790742340108,154280,Bebida La Serenisima 100% Vegetal Almendra 1 L,La Serenísima,4729.00,,,,https://www.masonline.com.ar/leche-vegetal-la-serenisima-100-almendra-1l-2/p
masonline,7790742326607,238173,Queso Untable La Serenísima Jamón 180 G,La Serenísima,2909.00,,,,https://www.masonline.com.ar/queso-untable-la-serenisima-sabor-jamon-180-g/p
masonline,7790742333605,215386,Leche La Serenísima Larga Vida Zero Lactosa 1 L,La Serenísima,2869.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-zero-lactosa-1-l-2/p
masonline,7790742340306,155455,Bebida Vegetal La Serenisima 100% Almendra Sin Endulzar 1 L,La Serenísima,4729.00,,,,https://www.masonline.com.ar/leche-vegetal-la-serenisima-almendra-sin-azucar-1l-2/p
masonline,7790742335500,215392,Leche Entera La Serenísima Larga Vida Clásica 1 L,La Serenísima,2809.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-clasica-1-l-2/p
masonline,7790742335401,215391,Leche Larga Vida La Serenísima Clásica Mas Liviana 1 L,La Serenísima,2809.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-clasica-mas-liviana-1-l-2/p
masonline,7790742335302,215390,Leche Descremada La Serenísima Larga Vida Menos Calorías 1 L,La Serenísima,2809.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-menos-calorias-1-l-2/p
masonline,7790742335609,215393,Leche Descremada La Serenísima Larga Vida Liviana 1 L,La Serenísima,2809.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-liviana-1-l-2/p
masonline,7790742335906,215388,Leche La Serenísima Larga Vida Extra Calcio 1 L,La Serenísima,2759.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-extra-calcio-1-l-2/p
masonline,7790742345707,162611,Manteca La Serenisima Light 200 G,La Serenísima,4239.00,,,,https://www.masonline.com.ar/manteca-la-serenisima-light-200gr-2/p
masonline,7790742335807,215387,Leche La Serenísima Larga Vida Con Hierro 1 L,La Serenísima,2869.00,,,,https://www.masonline.com.ar/leche-larga-vida-la-serenisima-con-hierro-1-l-2/p
masonline,7790742357205,160508,Leche Entera La Serenisima Fort C 200 Cc,La Serenísima,1239.00,,,,https://www.masonline.com.ar/leche-ls-uat-ent-fort-c-vit-tetra-200cc-2/p
masonline,7790742358400,204660,Leche La Serenisima Barista 1 L,La Serenísima,2869.00,,,,https://www.masonline.com.ar/leche-barista-la-serenisima-1-l-2/p
masonline,7790742340900,214434,Bebida Vegetal La Serenísima Con Coco Sin Endulzar 1 L,La Serenísima,4729.00,,,,https://www.masonline.com.ar/bebida-vegetal-la-serenisima-con-coco-sin-endulzar-1-l-2/p
masonline,7790742341600,222387,Bebida Vegetal La Serenísima Almendra Barista 1 L,La Serenísima,4729.00,,,,https://www.masonline.com.ar/bebida-vegetal-la-serenisima-almendra-barista-1-l-2/p
masonline,7790742363206,192650,Leche Entera La Serenisima Larga Vida Clásica Más Liviana 1 L,La Serenísima,2679.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-clasica-mas-liviana-1-l-2/p
masonline,7790742348005,146415,Leche Descremada La Serenísima Multivitaminas 1% 1 L,La Serenísima,2009.00,,,,https://www.masonline.com.ar/leche-multivitaminas-1-la-serenisima-sachet-1-l-2/p
masonline,7790742348302,160510,Leche Entera La Serenísima Multivitaminas 3% 1 L,La Serenísima,2009.00,,,,https://www.masonline.com.ar/leche-multivitaminas-3-la-serenisima-sachet-1l-2/p
masonline,7790742352002,171323,Leche Descremada La Serenísima Reducida En Lactosa 1 L,La Serenísima,2009.00,,,,https://www.masonline.com.ar/leche-reducida-en-lactosa-la-serenisima-sachet-1l-2/p
masonline,7790742387806,243526,Dulce De Leche Ser 400 G,Ser,4239.00,,,,https://www.masonline.com.ar/dulce-de-leche-ser-400-g/p
masonline,7790742373304,159145,Queso Untable Finlandia Light 290 G,Finlandia,5349.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-light-la-serenisima-290gr-2/p
masonline,7790742358509,181562,Leche La Serenisima Con Probióticos 1 L,La Serenísima,2869.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-1-l-2/p
masonline,7790742358608,158144,Leche La Serenísina Protein 1 L,La Serenísima,2869.00,,,,https://www.masonline.com.ar/leche-protein-la-serenisina-botella-larga-vida-1l-2/p
masonline,7790742363107,192651,Leche Descremada La Serenísima Larga Vida Livana 1 L,La Serenísima,2679.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-livana-1-l-2/p
masonline,7790742363107,192651,Leche Descremada La Serenísima Larga Vida Livana 1 L,La Serenísima,2679.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-livana-1-l-2/p
masonline,7790742363008,192652,Leche Entera La Serenisima Larga Vida Clásica 1 L,La Serenísima,2679.00,,,,https://www.masonline.com.ar/leche-la-serenisima-larga-vida-clasica-1-l-2/p
masonline,7790742373205,159146,Queso Untable Finlandia Clásico 290 G,Finlandia,5349.00,,,,https://www.masonline.com.ar/queso-untable-finlandia-clasico-la-serensima-290gr-2/p
masonline,7790742625205,159135,Dulce De Leche La Serenísima Colonial 400 G,La Serenísima,4509.00,,,,https://www.masonline.com.ar/dulce-de-leche-colonial-la-serenisima-400gr-2/p
masonline,7790742104205,159136,Dulce De Leche La Serenísima Colonial 250 G,La Serenísima,2959.00,,,,https://www.masonline.com.ar/dulce-de-leche-colonial-la-serenisima-250gr-2/p
masonline,7790742625304,159134,Dulce De Leche La Serenísima Clásico 400 G,La Serenísima,3769.00,,,,https://www.masonline.com.ar/dulce-de-leche-clasico-la-serenisima-400gr-2-2/p
masonline,7790742104403,159133,Dulce De Leche La Serenísima Colonial 1 Kg,La Serenísima,9819.00,,,,https://www.masonline.com.ar/dulce-de-leche-colonial-la-serenisima-1kg-2/p
masonline,7790742872654,212984,Bebida Láctea La Serenisima Sense Caramel 200 Ml,La Serenísima,1609.00,,,,https://www.masonline.com.ar/bebida-lactea-la-serenisima-sense-caramel-200ml-2/p
masonline,7790742344205,160507,Queso Untable La Serenísima Cremón Light 280 G,La Serenísima,3899.00,,,,https://www.masonline.com.ar/queso-la-serenisima-cremon-light-pote-280gr-2/p
masonline,7790742566010,217720,Yogur Bebible La Serenísima Vainilla 200 Ml,La Serenísima,1139.00,,,,https://www.masonline.com.ar/bebida-lactea-bebible-la-serenisima-sabor-vainilla-200-ml-2/p
masonline,7790742344205,160507,Queso Untable La Serenísima Cremón Light 280 G,La Serenísima,3899.00,,,,https://www.masonline.com.ar/queso-la-serenisima-cremon-light-pote-280gr-2/p
masonline,7790742624109,243525,Dulce De Leche La Serenísima Zero Lactosa 250 G,La Serenísima,3109.00,,,,https://www.masonline.com.ar/dulce-de-leche-la-serenisima-zero-lactosa-250-g/p
masonline,7790762050124,235012,Vino Tinto La Mascota Malbec 750 Ml,La Mascota,23349.00,,,,https://www.masonline.com.ar/vino-tinto-la-mascota-malbec-750-ml/p
masonline,7790742566027,217721,Yogur Bebible La Serenísima Frutilla 200 Ml,La Serenísima,1139.00,,,,https://www.masonline.com.ar/bebida-lactea-bebible-la-serenisima-sabor-frutilla-200-ml-2/p
masonline,7790762754107,240112,Vino Tinto El Cazador Malbec 750 Ml,El Cazador,6169.00,,,,https://www.masonline.com.ar/vino-tinto-el-cazador-malbec-750-ml/p
masonline,7790742665010,217722,Yogur Bebible La Serenísima Vainilla 900 Ml,La Serenísima,2849.00,,,,https://www.masonline.com.ar/bebida-lactea-bebible-la-serenisima-sabor-vainilla-900-ml-2/p
masonline,7790742665027,217723,Yogur Bebible La Serenísima Frutilla 900 Ml,La Serenísima,2849.00,,,,https://www.masonline.com.ar/bebida-lactea-bebible-la-serenisima-sabor-frutilla-900-ml-2/p
masonline,7790742661067,222347,Bebida Láctea La Serenísima Con Leche Mas Dulce De Leche 900 Ml,La Serenísima,2849.00,,,,https://www.masonline.com.ar/bebida-lactea-la-serenisima-con-leche-mas-dulce-de-leche-900-ml-2/p
masonline,7790742872180,243524,Bebida Láctea La Serenisima Sense Avellanas 200 Ml,La Serenísima,1609.00,,,,https://www.masonline.com.ar/bebida-lactea-la-serenisima-sense-avellanas-200-ml/p
masonline,7790770601851,215062,Toalla Nosotras Buenas Noches Suave Max Curv 8u,Nosotras,3459.00,,,,https://www.masonline.com.ar/toalla-femenina-nosotras-nocturna-suave-8un-2/p
masonline,7790770601875,213473,Protector Diario Nosotras Multiestilo 20u,Nosotras,3019.00,,,,https://www.masonline.com.ar/protectores-diarios-nosotras-multiestilo-20un-2/p
masonline,7790742872661,212985,Bebida Láctea La Serenisima Sense Cappuccino 200 Ml,La Serenísima,1609.00,,,,https://www.masonline.com.ar/bebida-lactea-la-serenisima-sense-cappuccino-200ml-2/p
masonline,7790770601912,213846,Toalla Nosotras Normal Clásica Curv 16u,Nosotras,4049.00,,,,https://www.masonline.com.ar/toallitas-higienicas-nosotras-normal-suave-16un-2/p
masonline,7790770601998,213476,Protector Diario Nosotras Normal 100u,Nosotras,9529.00,,,,https://www.masonline.com.ar/protectores-diarios-nosotras-normal-100un-2/p
masonline,7790770602025,213477,Protector Diario Nosotras Largos 15u,Nosotras,2539.00,,,,https://www.masonline.com.ar/protectores-diarios-nosotras-largos-15un-2/p
masonline,7790770602032,228626,Protector Diario Nosotras Largos 50u,Nosotras,7849.00,,,,https://www.masonline.com.ar/protectores-diarios-nosotras-largos-50u/p
masonline,7790762754138,240111,Vino Tinto El Cazador Cabernet Sauvignon 750 Ml,El Cazador,6169.00,3957.00,sim,,https://www.masonline.com.ar/vino-tinto-el-cazador-cabernet-sauvignon-750-ml/p
masonline,7790762754190,240107,Vino Blanco El Cazador Dulce 750 Ml,El Cazador,6169.00,3957.00,sim,,https://www.masonline.com.ar/vino-blanco-el-cazador-dulce-750-ml/p
masonline,7790770602193,213481,Protectores Diarios Calipso Normal 50un,Calipso,3489.00,,,,https://www.masonline.com.ar/protectores-diarios-calipso-normal-50un-2/p
masonline,7790770602209,213482,Protectores Diarios Calipso Normal 80un,Calipso,5099.00,,,,https://www.masonline.com.ar/protectores-diarios-calipso-normal-80un-2/p
masonline,7790770601899,213843,Toalla Nosotras Clásica Suave Curv 16u,Nosotras,3469.00,,,,https://www.masonline.com.ar/toallitas-higienica-nosotras-clasica-suave-16un-2/p
masonline,7790762050124,235012,Vino Tinto La Mascota Malbec 750 Ml,La Mascota,23349.00,,,,https://www.masonline.com.ar/vino-tinto-la-mascota-malbec-750-ml/p
masonline,7790770602087,219938,Toallas Femeninas Calipso Normal Con Caléndula 16u,Calipso,2199.00,,,,https://www.masonline.com.ar/toallas-femeninas-calipso-normal-con-calendula-16-u-2/p
masonline,7790770602933,233800,Toalla Higiénica Tena Natural Care Con Alas 8 U,Tena,5099.00,3569.30,sim,,https://www.masonline.com.ar/toalla-higienica-tena-natural-care-con-alas-8-u/p
masonline,7790770602056,213478,Protector Diario Nosotras Multiestilo 60u,Nosotras,7999.00,,,,https://www.masonline.com.ar/protectores-diarios-nosotras-multiestilo-60un-2/p
masonline,77908308,222615,Alfajor Tita 36 G,Tita,969.00,,,,https://www.masonline.com.ar/alfajor-tita-36-g-2/p
masonline,7790895001000,400,Gaseosa Lima Limón Sprite 2.25 L,Sprite,5449.00,,,,https://www.masonline.com.ar/gaseosa-lima-limon-sprite-2-25-lt-2/p
masonline,7790770602292,213845,Toalla Nosotras Buenas Noches Suave Max Curv 16u,Nosotras,6049.00,,,,https://www.masonline.com.ar/toallitas-higienicas-nosotras-nocturna-suave-16un-2/p
masonline,7790813900989,6453,Levadura Amasa Fácil Calsa 50 G,Calsa,699.00,,,,https://www.masonline.com.ar/levadura-amasa-facil-calsa-x-50gr-2/p
masonline,7790813444469,5316,Levadura Fresca Calsa Prensada 2 U 100 G,Calsa,999.00,749.00,sim,,https://www.masonline.com.ar/levadura-prensada-calsa-100-gr-2/p
masonline,7790895000232,595,Gaseosa Coca Cola Original 354ml,Coca Cola,2299.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-sabor-original-354-ml-2/p
masonline,7790895001000,400,Gaseosa Lima Limón Sprite 2.25 L,Sprite,5449.00,,,,https://www.masonline.com.ar/gaseosa-lima-limon-sprite-2-25-lt-2/p
masonline,7790895001017,1007,Gaseosa Fanta Naranja 2.25 L,Fanta,5449.00,3814.30,sim,,https://www.masonline.com.ar/gaseosa-fanta-naranja-2-25-lt-2/p
masonline,7790895003202,133408,Agua Tónica Schweppes 310 Ml,Schweppes,2299.00,,,,https://www.masonline.com.ar/gaseosa-tonica-schweppes-310cc-2/p
masonline,7790895000997,1281,"Gaseosa Coca Cola Sabor Original Menos Azúcares 2,25 L",Coca Cola,5449.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-sabor-original-2-25-lt-2/p
masonline,7790895003288,1742,Agua Saborizada Aquarius Pomelo 2.25 L,Aquarius,3399.00,,,,https://www.masonline.com.ar/agua-saborizada-aquarius-pomelo-2-25-lt-2/p
masonline,7790895003301,982,"Agua Saborizada Aquarius Manzana 2,25 L",Aquarius,3399.00,,,,https://www.masonline.com.ar/agua-saborizada-aquarius-manzana-2-25-lt-2/p
masonline,7790895003295,1477,"Agua Saborizada Aquarius Pera 2,25 L",Aquarius,3399.00,,,,https://www.masonline.com.ar/agua-saborizada-aquarius-pera-2-25-lt-2/p
masonline,7790895001000,400,Gaseosa Lima Limón Sprite 2.25 L,Sprite,5449.00,,,,https://www.masonline.com.ar/gaseosa-lima-limon-sprite-2-25-lt-2/p
masonline,7790895000997,1281,"Gaseosa Coca Cola Sabor Original Menos Azúcares 2,25 L",Coca Cola,5449.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-sabor-original-2-25-lt-2/p
masonline,7790895006029,233,Bebida Isotónica Powerade Mountain Blast 995 Ml,Powerade,2399.00,2039.15,sim,,https://www.masonline.com.ar/bebida-isotonica-mountain-blast-powerade-995-cc-2/p
masonline,7790895004308,178290,Gaseosa Fanta Zero Naranja 354 Ml,Fanta,2299.00,,,,https://www.masonline.com.ar/gaseosa-fanta-naranja-sin-azucares-354ml-2/p
masonline,7790895006036,681,Bebida Isotónica Powerade Manzana 995 Ml,Powerade,2399.00,2039.15,sim,,https://www.masonline.com.ar/bebida-isotonica-manzana-powerade-995-cc-2/p
masonline,7790895006104,41,Bebida Isotónica Powerade Frutas Tropicales 995 Ml,Powerade,2399.00,2039.15,sim,,https://www.masonline.com.ar/bebida-isotonica-frutos-tropicales-powerade-995-cc-2/p
masonline,7790895648014,226598,Gaseosa Schweppes Zero Agua Tónica 1.5 L,Schweppes,4299.00,,,,https://www.masonline.com.ar/agua-tonica-schweppes-zero-1-5-l/p
masonline,7790895006951,1097,"Gaseosa Crush Sin Azúcares Naranja 2,25 L",Crush,1799.00,1439.20,sim,,https://www.masonline.com.ar/gaseosa-crush-sin-azucares-naranja-2-25-lt-2/p
masonline,7790895007255,136757,Gaseosa Fanta  Sabor Naranja 1.75 L,Fanta,4699.00,,,,https://www.masonline.com.ar/gaseosa-fanta-naranja-1-75-lt-2/p
masonline,7790895004971,906,Agua Saborizada Aquarius Pomelo Rosado 2.25 L,Aquarius,3399.00,,,,https://www.masonline.com.ar/agua-saborizada-pomelo-rosado-aquarius-2-25-lt-2/p
masonline,7790895009204,236841,Agua Saborizada Aquarius Pera 600 Ml,Aquarius,1999.00,1599.20,sim,,https://www.masonline.com.ar/agua-saborizada-aquarius-pera-600-ml/p
masonline,7790895009211,236838,Agua Saborizada Aquarius Manzana 600 Ml,Aquarius,1999.00,1599.20,sim,,https://www.masonline.com.ar/agua-saborizada-aquarius-manzana-600-ml/p
masonline,7790895009228,236839,Agua Saborizada Aquarius Pomelo 600 Ml,Aquarius,1999.00,1599.20,sim,,https://www.masonline.com.ar/agua-saborizada-aquarius-pomelo-600-ml/p
masonline,7790895009259,236842,Agua Saborizada Aquarius Uva 600 Ml,Aquarius,1999.00,1599.20,sim,,https://www.masonline.com.ar/agua-saborizada-aquarius-uva-600-ml/p
masonline,7790895007217,115888,Gaseosa Coca Cola Sabor Original Menos Azúcares 1.75 L,Coca Cola,4699.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-sabor-original-1-75-lt-2/p
masonline,7790895010095,36081,Gaseosa Schweppes Zero Pomelo 2.25 L,Schweppes,5449.00,,,,https://www.masonline.com.ar/gaseosa-schweppes-sin-azucares-pomelo-2-25-lt-2/p
masonline,7790895011221,178170,"Bebida Isotónica Powerade Mountain Blast 1,5 L",Powerade,2999.00,2399.20,sim,,https://www.masonline.com.ar/bebida-isotonica-powerade-mountain-blast-1-5-l-2/p
masonline,7790895007248,115889,Gaseosa Sprite Lima Limón 1.75 L,Sprite,4699.00,,,,https://www.masonline.com.ar/gaseosa-sprite-lima-limon-sabor-original-menos-azucares-1-75-lt-2/p
masonline,7790895011245,192075,"Bebida Isotónica Powerade Manzana 1,5 L",Powerade,2999.00,2399.20,sim,,https://www.masonline.com.ar/bebida-isotonica-powerade-de-manzana-1500ml-2/p
masonline,7790895012259,125863,Gaseosa Coca Cola Zero 1.75 L,Coca Cola,4699.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-sin-azucares-1-75-ml-2/p
masonline,7790895011269,192074,"Bebida Isotónica Powerade Frutas Tropicales 1,5 L",Powerade,2999.00,2399.20,sim,,https://www.masonline.com.ar/bebida-isotonica-powerade-frutas-tropicales-1500ml-2/p
masonline,7790895012266,31051,"Gaseosa Coca Cola Sabor Original Menos Azúcares 1,25 L",Coca Cola,2998.00,2548.30,sim,,https://www.masonline.com.ar/bebida-cola-coca-cola-pack-12-un-1-5-lt-2/p
masonline,7790895001000,400,Gaseosa Lima Limón Sprite 2.25 L,Sprite,5449.00,,,,https://www.masonline.com.ar/gaseosa-lima-limon-sprite-2-25-lt-2/p
masonline,7790895012310,136759,Gaseosa Fanta Zero Naranja 1.75 L,Fanta,4699.00,,,,https://www.masonline.com.ar/botella-fanta-naranja-sin-azucar-x-1-75-lt-2/p
masonline,7790895012440,125864,Gaseosa Coca Cola Sabor Liviano 1.75 L,Coca Cola,4699.00,,,,https://www.masonline.com.ar/gaseosa-coca-cola-light-1-75lt-2/p
masonline,7790895010088,32317,Gaseosa Schweppes Zero Pomelo 1.5 L,Schweppes,4299.00,,,,https://www.masonline.com.ar/gaseosa-schweppes-sin-azucares-pomelo-1-5-lt-2/p
